entryId,empId,deptId,month,year,baseSalary,overtimePay,absenceDeduction,bonus,taxAmount,netSalary,status,version,processedAt
PE00002439,EMP0204,DEPT004,3,2024,17662377,2107443,802835,0,1896699,17070286,PROCESSED,0,2024-03-28
PE00002440,EMP0204,DEPT004,4,2024,17662377,1806379,802835,0,1866592,16799329,PROCESSED,0,2024-04-28
PE00002441,EMP0204,DEPT004,5,2024,17662377,1655848,1605671,0,1771255,15941299,PROCESSED,0,2024-05-28
PE00002442,EMP0204,DEPT004,6,2024,17662377,602126,802835,0,1746167,15715501,PROCESSED,0,2024-06-28
PE00002443,EMP0204,DEPT004,7,2024,17662377,1505316,2408506,0,1675919,15083268,PROCESSED,0,2024-07-28
PE00002444,EMP0204,DEPT004,8,2024,17662377,2257974,0,883119,2080347,18723123,PROCESSED,0,2024-08-28
PE00002445,EMP0204,DEPT004,9,2024,17662377,2408506,2408506,0,1766238,15896139,PROCESSED,0,2024-09-28
PE00002446,EMP0204,DEPT004,10,2024,17662377,1505316,1605671,0,1756202,15805820,PROCESSED,0,2024-10-28
PE00002447,EMP0204,DEPT004,11,2024,17662377,0,0,883119,1854550,16690946,PROCESSED,0,2024-11-28
PE00002448,EMP0204,DEPT004,12,2024,17662377,2860101,2408506,0,1811397,16302575,PENDING,0,
PE00002449,EMP0205,DEPT005,1,2024,4610122,707235,209551,0,255390,4852416,PROCESSED,0,2024-01-28
PE00002450,EMP0205,DEPT005,2,2024,4610122,785816,419102,0,248842,4727994,PROCESSED,0,2024-02-28
PE00002451,EMP0205,DEPT005,3,2024,4610122,707235,419102,0,244913,4653342,PROCESSED,0,2024-03-28
PE00002452,EMP0205,DEPT005,4,2024,4610122,589362,419102,0,239019,4541363,PROCESSED,0,2024-04-28
PE00002453,EMP0205,DEPT005,5,2024,4610122,235745,419102,0,221338,4205427,PROCESSED,0,2024-05-28
PE00002454,EMP0205,DEPT005,6,2024,4610122,550071,419102,0,237055,4504036,PROCESSED,0,2024-06-28
PE00002455,EMP0205,DEPT005,7,2024,4610122,550071,0,230506,269535,5121164,PROCESSED,0,2024-07-28
PE00002456,EMP0205,DEPT005,8,2024,4610122,157163,628653,0,206932,3931700,PROCESSED,0,2024-08-28
PE00002457,EMP0205,DEPT005,9,2024,4610122,707235,419102,0,244913,4653342,PROCESSED,0,2024-09-28
PE00002458,EMP0205,DEPT005,10,2024,4610122,392908,0,230506,261677,4971859,PROCESSED,0,2024-10-28
PE00002459,EMP0205,DEPT005,11,2024,4610122,235745,628653,0,210861,4006353,PROCESSED,0,2024-11-28
PE00002460,EMP0205,DEPT005,12,2024,4610122,117872,209551,0,225922,4292521,PENDING,0,
PE00002461,EMP0206,DEPT006,1,2024,14825991,2274442,2021726,0,1507871,13570836,PROCESSED,0,2024-01-28
PE00002462,EMP0206,DEPT006,2,2024,14825991,2148084,673909,0,1630017,14670149,PROCESSED,0,2024-02-28
PE00002463,EMP0206,DEPT006,3,2024,14825991,2274442,1347817,0,1575262,14177354,PROCESSED,0,2024-03-28
PE00002464,EMP0206,DEPT006,4,2024,14825991,1137221,0,741300,1670451,15034061,PROCESSED,0,2024-04-28
PE00002465,EMP0206,DEPT006,5,2024,14825991,2527158,0,741300,1809445,16285004,PROCESSED,0,2024-05-28
PE00002466,EMP0206,DEPT006,6,2024,14825991,1263579,1347817,0,1474175,13267578,PROCESSED,0,2024-06-28
PE00002467,EMP0206,DEPT006,7,2024,14825991,2274442,1347817,0,1575262,14177354,PROCESSED,0,2024-07-28
PE00002468,EMP0206,DEPT006,8,2024,14825991,2148084,673909,0,1630017,14670149,PROCESSED,0,2024-08-28
PE00002469,EMP0206,DEPT006,9,2024,14825991,884505,673909,0,1503659,13532928,PROCESSED,0,2024-09-28
PE00002470,EMP0206,DEPT006,10,2024,14825991,1769010,0,741300,1733630,15602671,PROCESSED,0,2024-10-28
PE00002471,EMP0206,DEPT006,11,2024,14825991,1895368,2021726,0,1469963,13229670,PROCESSED,0,2024-11-28
PE00002472,EMP0206,DEPT006,12,2024,14825991,1516295,0,741300,1708359,15375227,PENDING,0,
PE00002473,EMP0207,DEPT007,1,2024,14184654,120892,1934271,0,1237128,11134147,PROCESSED,0,2024-01-28
PE00002474,EMP0207,DEPT007,2,2024,14184654,967136,1289514,0,1386228,12476048,PROCESSED,0,2024-02-28
PE00002475,EMP0207,DEPT007,3,2024,14184654,846244,1289514,0,1374138,12367246,PROCESSED,0,2024-03-28
PE00002476,EMP0207,DEPT007,4,2024,14184654,2417839,1934271,0,1466822,13201400,PROCESSED,0,2024-04-28
PE00002477,EMP0207,DEPT007,5,2024,14184654,2055163,1289514,0,1495030,13455273,PROCESSED,0,2024-05-28
PE00002478,EMP0207,DEPT007,6,2024,14184654,1088027,1289514,0,1398317,12584850,PROCESSED,0,2024-06-28
PE00002479,EMP0207,DEPT007,7,2024,14184654,2176055,0,709233,1706994,15362948,PROCESSED,0,2024-07-28
PE00002480,EMP0207,DEPT007,8,2024,14184654,1813379,0,709233,1670727,15036539,PROCESSED,0,2024-08-28
PE00002481,EMP0207,DEPT007,9,2024,14184654,1208919,1934271,0,1345930,12113372,PROCESSED,0,2024-09-28
PE00002482,EMP0207,DEPT007,10,2024,14184654,0,644757,0,1353990,12185907,PROCESSED,0,2024-10-28
PE00002483,EMP0207,DEPT007,11,2024,14184654,1329811,1934271,0,1358019,12222175,PROCESSED,0,2024-11-28
PE00002484,EMP0207,DEPT007,12,2024,14184654,483568,1934271,0,1273395,11460556,PENDING,0,
PE00002485,EMP0208,DEPT008,1,2024,5226780,534557,475162,0,264309,5021866,PROCESSED,0,2024-01-28
PE00002486,EMP0208,DEPT008,2,2024,5226780,890928,0,261339,318952,6060095,PROCESSED,0,2024-02-28
PE00002487,EMP0208,DEPT008,3,2024,5226780,178186,237581,0,258369,4909016,PROCESSED,0,2024-03-28
PE00002488,EMP0208,DEPT008,4,2024,5226780,490011,0,261339,298907,5679223,PROCESSED,0,2024-04-28
PE00002489,EMP0208,DEPT008,5,2024,5226780,668196,0,261339,307816,5848499,PROCESSED,0,2024-05-28
PE00002490,EMP0208,DEPT008,6,2024,5226780,400918,475162,0,257627,4894909,PROCESSED,0,2024-06-28
PE00002491,EMP0208,DEPT008,7,2024,5226780,579103,475162,0,266536,5064185,PROCESSED,0,2024-07-28
PE00002492,EMP0208,DEPT008,8,2024,5226780,178186,712743,0,234611,4457612,PROCESSED,0,2024-08-28
PE00002493,EMP0208,DEPT008,9,2024,5226780,668196,0,261339,307816,5848499,PROCESSED,0,2024-09-28
PE00002494,EMP0208,DEPT008,10,2024,5226780,356371,237581,0,267279,5078291,PROCESSED,0,2024-10-28
PE00002495,EMP0208,DEPT008,11,2024,5226780,44546,237581,0,251687,4782058,PROCESSED,0,2024-11-28
PE00002496,EMP0208,DEPT008,12,2024,5226780,846382,712743,0,268021,5092398,PENDING,0,
PE00002497,EMP0209,DEPT009,1,2024,18590150,633755,2535020,0,1668889,15019996,PROCESSED,0,2024-01-28
PE00002498,EMP0209,DEPT009,2,2024,18590150,2535020,845007,0,2028016,18252147,PROCESSED,0,2024-02-28
PE00002499,EMP0209,DEPT009,3,2024,18590150,1584388,2535020,0,1763952,15875566,PROCESSED,0,2024-03-28
PE00002500,EMP0209,DEPT009,4,2024,18590150,158439,0,929508,1967810,17710287,PROCESSED,0,2024-04-28
PE00002501,EMP0209,DEPT009,5,2024,18590150,2693459,0,929508,2221312,19991805,PROCESSED,0,2024-05-28
PE00002502,EMP0209,DEPT009,6,2024,18590150,633755,1690014,0,1753389,15780502,PROCESSED,0,2024-06-28
PE00002503,EMP0209,DEPT009,7,2024,18590150,3010337,1690014,0,1991047,17919426,PROCESSED,0,2024-07-28
PE00002504,EMP0209,DEPT009,8,2024,18590150,2535020,0,929508,2205468,19849210,PROCESSED,0,2024-08-28
PE00002505,EMP0209,DEPT009,9,2024,18590150,1901265,2535020,0,1795640,16160755,PROCESSED,0,2024-09-28
PE00002506,EMP0209,DEPT009,10,2024,18590150,2059704,0,929508,2157936,19421426,PROCESSED,0,2024-10-28
PE00002507,EMP0209,DEPT009,11,2024,18590150,1109071,845007,0,1885421,16968793,PROCESSED,0,2024-11-28
PE00002508,EMP0209,DEPT009,12,2024,18590150,2693459,2535020,0,1874859,16873730,PENDING,0,
PE00002509,EMP0210,DEPT010,1,2024,8673693,961006,0,433685,1006838,9061546,PROCESSED,0,2024-01-28
PE00002510,EMP0210,DEPT010,2,2024,8673693,1034929,788518,0,892010,8028094,PROCESSED,0,2024-02-28
PE00002511,EMP0210,DEPT010,3,2024,8673693,0,0,433685,910738,8196640,PROCESSED,0,2024-03-28
PE00002512,EMP0210,DEPT010,4,2024,8673693,1034929,394259,0,931436,8382927,PROCESSED,0,2024-04-28
PE00002513,EMP0210,DEPT010,5,2024,8673693,1478470,394259,0,975790,8782114,PROCESSED,0,2024-05-28
PE00002514,EMP0210,DEPT010,6,2024,8673693,1256700,1182776,0,874762,7872855,PROCESSED,0,2024-06-28
PE00002515,EMP0210,DEPT010,7,2024,8673693,0,394259,0,827943,7451491,PROCESSED,0,2024-07-28
PE00002516,EMP0210,DEPT010,8,2024,8673693,1330623,1182776,0,882154,7939386,PROCESSED,0,2024-08-28
PE00002517,EMP0210,DEPT010,9,2024,8673693,665312,394259,0,894475,8050271,PROCESSED,0,2024-09-28
PE00002518,EMP0210,DEPT010,10,2024,8673693,295694,0,433685,940307,8462765,PROCESSED,0,2024-10-28
PE00002519,EMP0210,DEPT010,11,2024,8673693,73924,788518,0,795910,7163189,PROCESSED,0,2024-11-28
PE00002520,EMP0210,DEPT010,12,2024,8673693,887082,788518,0,877226,7895031,PENDING,0,
PE00002521,EMP0211,DEPT011,1,2024,7900488,202001,0,395024,424876,8072637,PROCESSED,0,2024-01-28
PE00002522,EMP0211,DEPT011,2,2024,7900488,606003,1077339,0,371458,7057694,PROCESSED,0,2024-02-28
PE00002523,EMP0211,DEPT011,3,2024,7900488,1346674,718226,0,426447,8102489,PROCESSED,0,2024-03-28
PE00002524,EMP0211,DEPT011,4,2024,7900488,134667,718226,0,365846,6951083,PROCESSED,0,2024-04-28
PE00002525,EMP0211,DEPT011,5,2024,7900488,1212007,718226,0,419713,7974556,PROCESSED,0,2024-05-28
PE00002526,EMP0211,DEPT011,6,2024,7900488,1077339,718226,0,412980,7846621,PROCESSED,0,2024-06-28
PE00002527,EMP0211,DEPT011,7,2024,7900488,1077339,359113,0,430936,8187778,PROCESSED,0,2024-07-28
PE00002528,EMP0211,DEPT011,8,2024,7900488,1279340,718226,0,423080,8038522,PROCESSED,0,2024-08-28
PE00002529,EMP0211,DEPT011,9,2024,7900488,1144673,1077339,0,398391,7569431,PROCESSED,0,2024-09-28
PE00002530,EMP0211,DEPT011,10,2024,7900488,1077339,359113,0,430936,8187778,PROCESSED,0,2024-10-28
PE00002531,EMP0211,DEPT011,11,2024,7900488,0,359113,0,377069,7164306,PROCESSED,0,2024-11-28
PE00002532,EMP0211,DEPT011,12,2024,7900488,1010006,718226,0,409613,7782655,PENDING,0,
PE00002533,EMP0212,DEPT012,1,2024,10881948,1391158,989268,0,1128384,10155454,PROCESSED,0,2024-01-28
PE00002534,EMP0212,DEPT012,2,2024,10881948,92744,0,544097,1151879,10366910,PROCESSED,0,2024-02-28
PE00002535,EMP0212,DEPT012,3,2024,10881948,92744,1483902,0,949079,8541711,PROCESSED,0,2024-03-28
PE00002536,EMP0212,DEPT012,4,2024,10881948,92744,1483902,0,949079,8541711,PROCESSED,0,2024-04-28
PE00002537,EMP0212,DEPT012,5,2024,10881948,741951,0,544097,1216800,10951196,PROCESSED,0,2024-05-28
PE00002538,EMP0212,DEPT012,6,2024,10881948,1205670,1483902,0,1060372,9543344,PROCESSED,0,2024-06-28
PE00002539,EMP0212,DEPT012,7,2024,10881948,1576646,0,544097,1300269,11702422,PROCESSED,0,2024-07-28
PE00002540,EMP0212,DEPT012,8,2024,10881948,1112927,1483902,0,1051097,9459876,PROCESSED,0,2024-08-28
PE00002541,EMP0212,DEPT012,9,2024,10881948,1020183,1483902,0,1041823,9376406,PROCESSED,0,2024-09-28
PE00002542,EMP0212,DEPT012,10,2024,10881948,927439,989268,0,1082012,9738107,PROCESSED,0,2024-10-28
PE00002543,EMP0212,DEPT012,11,2024,10881948,370976,494634,0,1075829,9682461,PROCESSED,0,2024-11-28
PE00002544,EMP0212,DEPT012,12,2024,10881948,1205670,0,544097,1263172,11368543,PENDING,0,
PE00002545,EMP0213,DEPT013,1,2024,13482894,2298221,0,674145,1645526,14809734,PROCESSED,0,2024-01-28
PE00002546,EMP0213,DEPT013,2,2024,13482894,1378932,0,674145,1553597,13982374,PROCESSED,0,2024-02-28
PE00002547,EMP0213,DEPT013,3,2024,13482894,2068399,1838576,0,1371272,12341445,PROCESSED,0,2024-03-28
PE00002548,EMP0213,DEPT013,4,2024,13482894,804377,612859,0,1367441,12306971,PROCESSED,0,2024-04-28
PE00002549,EMP0213,DEPT013,5,2024,13482894,344733,1838576,0,1198905,10790146,PROCESSED,0,2024-05-28
PE00002550,EMP0213,DEPT013,6,2024,13482894,1723665,0,674145,1588070,14292634,PROCESSED,0,2024-06-28
PE00002551,EMP0213,DEPT013,7,2024,13482894,1493843,612859,0,1436388,12927490,PROCESSED,0,2024-07-28
PE00002552,EMP0213,DEPT013,8,2024,13482894,1838576,612859,0,1470861,13237750,PROCESSED,0,2024-08-28
PE00002553,EMP0213,DEPT013,9,2024,13482894,1149110,612859,0,1401915,12617230,PROCESSED,0,2024-09-28
PE00002554,EMP0213,DEPT013,10,2024,13482894,574555,1838576,0,1221887,10996986,PROCESSED,0,2024-10-28
PE00002555,EMP0213,DEPT013,11,2024,13482894,1034199,1838576,0,1267852,11410665,PROCESSED,0,2024-11-28
PE00002556,EMP0213,DEPT013,12,2024,13482894,344733,1225718,0,1260191,11341718,PENDING,0,
PE00002557,EMP0214,DEPT014,1,2024,6282305,428339,285559,0,321254,6103831,PROCESSED,0,2024-01-28
PE00002558,EMP0214,DEPT014,2,2024,6282305,963763,856678,0,319470,6069920,PROCESSED,0,2024-02-28
PE00002559,EMP0214,DEPT014,3,2024,6282305,1017305,571119,0,336425,6392066,PROCESSED,0,2024-03-28
PE00002560,EMP0214,DEPT014,4,2024,6282305,107085,285559,0,305192,5798639,PROCESSED,0,2024-04-28
PE00002561,EMP0214,DEPT014,5,2024,6282305,160627,0,314115,337852,6419195,PROCESSED,0,2024-05-28
PE00002562,EMP0214,DEPT014,6,2024,6282305,374797,285559,0,318577,6052966,PROCESSED,0,2024-06-28
PE00002563,EMP0214,DEPT014,7,2024,6282305,749593,856678,0,308761,5866459,PROCESSED,0,2024-07-28
PE00002564,EMP0214,DEPT014,8,2024,6282305,160627,856678,0,279313,5306941,PROCESSED,0,2024-08-28
PE00002565,EMP0214,DEPT014,9,2024,6282305,910220,571119,0,331070,6290336,PROCESSED,0,2024-09-28
PE00002566,EMP0214,DEPT014,10,2024,6282305,428339,0,314115,351238,6673521,PROCESSED,0,2024-10-28
PE00002567,EMP0214,DEPT014,11,2024,6282305,374797,856678,0,290021,5510403,PROCESSED,0,2024-11-28
PE00002568,EMP0214,DEPT014,12,2024,6282305,0,285559,0,299837,5696909,PENDING,0,
PE00002569,EMP0215,DEPT015,1,2024,12974359,1548077,1179487,0,1334295,12008654,PROCESSED,0,2024-01-28
PE00002570,EMP0215,DEPT015,2,2024,12974359,0,589744,0,1238462,11146153,PROCESSED,0,2024-02-28
PE00002571,EMP0215,DEPT015,3,2024,12974359,1990385,0,648718,1561346,14052116,PROCESSED,0,2024-03-28
PE00002572,EMP0215,DEPT015,4,2024,12974359,884615,1769231,0,1208974,10880769,PROCESSED,0,2024-04-28
PE00002573,EMP0215,DEPT015,5,2024,12974359,663462,1769231,0,1186859,10681731,PROCESSED,0,2024-05-28
PE00002574,EMP0215,DEPT015,6,2024,12974359,1769231,1769231,0,1297436,11676923,PROCESSED,0,2024-06-28
PE00002575,EMP0215,DEPT015,7,2024,12974359,774038,1769231,0,1197917,10781249,PROCESSED,0,2024-07-28
PE00002576,EMP0215,DEPT015,8,2024,12974359,221154,1769231,0,1142628,10283654,PROCESSED,0,2024-08-28
PE00002577,EMP0215,DEPT015,9,2024,12974359,1326923,0,648718,1495000,13455000,PROCESSED,0,2024-09-28
PE00002578,EMP0215,DEPT015,10,2024,12974359,884615,589744,0,1326923,11942307,PROCESSED,0,2024-10-28
PE00002579,EMP0215,DEPT015,11,2024,12974359,2211538,589744,0,1459615,13136538,PROCESSED,0,2024-11-28
PE00002580,EMP0215,DEPT015,12,2024,12974359,884615,1179487,0,1267949,11411538,PENDING,0,
PE00002581,EMP0216,DEPT016,1,2024,19643731,837091,892897,0,1958793,17629132,PROCESSED,0,2024-01-28
PE00002582,EMP0216,DEPT016,2,2024,19643731,2511272,1785794,0,2036921,18332288,PROCESSED,0,2024-02-28
PE00002583,EMP0216,DEPT016,3,2024,19643731,1506763,2678691,0,1847180,16624623,PROCESSED,0,2024-03-28
PE00002584,EMP0216,DEPT016,4,2024,19643731,3180945,892897,0,2193178,19738601,PROCESSED,0,2024-04-28
PE00002585,EMP0216,DEPT016,5,2024,19643731,1841600,2678691,0,1880664,16925976,PROCESSED,0,2024-05-28
PE00002586,EMP0216,DEPT016,6,2024,19643731,1339345,892897,0,2009018,18081161,PROCESSED,0,2024-06-28
PE00002587,EMP0216,DEPT016,7,2024,19643731,669673,0,982187,2129559,19166032,PROCESSED,0,2024-07-28
PE00002588,EMP0216,DEPT016,8,2024,19643731,1004509,892897,0,1975534,17779809,PROCESSED,0,2024-08-28
PE00002589,EMP0216,DEPT016,9,2024,19643731,0,892897,0,1875083,16875751,PROCESSED,0,2024-09-28
PE00002590,EMP0216,DEPT016,10,2024,19643731,2009018,892897,0,2075985,18683867,PROCESSED,0,2024-10-28
PE00002591,EMP0216,DEPT016,11,2024,19643731,1171927,892897,0,1992276,17930485,PROCESSED,0,2024-11-28
PE00002592,EMP0216,DEPT016,12,2024,19643731,3180945,0,982187,2380686,21426177,PENDING,0,
PE00002593,EMP0217,DEPT017,1,2024,5997183,408899,272599,0,306674,5826809,PROCESSED,0,2024-01-28
PE00002594,EMP0217,DEPT017,2,2024,5997183,306674,272599,0,301563,5729695,PROCESSED,0,2024-02-28
PE00002595,EMP0217,DEPT017,3,2024,5997183,357786,0,299859,332741,6322087,PROCESSED,0,2024-03-28
PE00002596,EMP0217,DEPT017,4,2024,5997183,357786,545198,0,290489,5519282,PROCESSED,0,2024-04-28
PE00002597,EMP0217,DEPT017,5,2024,5997183,920022,272599,0,332230,6312376,PROCESSED,0,2024-05-28
PE00002598,EMP0217,DEPT017,6,2024,5997183,613348,0,299859,345520,6564870,PROCESSED,0,2024-06-28
PE00002599,EMP0217,DEPT017,7,2024,5997183,817798,272599,0,327119,6215263,PROCESSED,0,2024-07-28
PE00002600,EMP0217,DEPT017,8,2024,5997183,51112,545198,0,275155,5227942,PROCESSED,0,2024-08-28
PE00002601,EMP0217,DEPT017,9,2024,5997183,255562,545198,0,285377,5422170,PROCESSED,0,2024-09-28
PE00002602,EMP0217,DEPT017,10,2024,5997183,817798,545198,0,313489,5956294,PROCESSED,0,2024-10-28
PE00002603,EMP0217,DEPT017,11,2024,5997183,102225,545198,0,277711,5276499,PROCESSED,0,2024-11-28
PE00002604,EMP0217,DEPT017,12,2024,5997183,868910,817798,0,302415,5745880,PENDING,0,
PE00002605,EMP0218,DEPT018,1,2024,8530323,1235927,0,426516,1019277,9173489,PROCESSED,0,2024-01-28
PE00002606,EMP0218,DEPT018,2,2024,8530323,508911,775484,0,826375,7437375,PROCESSED,0,2024-02-28
PE00002607,EMP0218,DEPT018,3,2024,8530323,727016,1163226,0,809411,7284702,PROCESSED,0,2024-03-28
PE00002608,EMP0218,DEPT018,4,2024,8530323,1090524,0,426516,1004736,9042627,PROCESSED,0,2024-04-28
PE00002609,EMP0218,DEPT018,5,2024,8530323,945121,1163226,0,831222,7480996,PROCESSED,0,2024-05-28
PE00002610,EMP0218,DEPT018,6,2024,8530323,1308629,387742,0,945121,8506089,PROCESSED,0,2024-06-28
PE00002611,EMP0218,DEPT018,7,2024,8530323,145403,775484,0,790024,7110218,PROCESSED,0,2024-07-28
PE00002612,EMP0218,DEPT018,8,2024,8530323,799718,1163226,0,816682,7350133,PROCESSED,0,2024-08-28
PE00002613,EMP0218,DEPT018,9,2024,8530323,1163226,775484,0,891807,8026258,PROCESSED,0,2024-09-28
PE00002614,EMP0218,DEPT018,10,2024,8530323,581613,1163226,0,794871,7153839,PROCESSED,0,2024-10-28
PE00002615,EMP0218,DEPT018,11,2024,8530323,727016,775484,0,848186,7633669,PROCESSED,0,2024-11-28
PE00002616,EMP0218,DEPT018,12,2024,8530323,363508,775484,0,811835,7306512,PENDING,0,
PE00002617,EMP0219,DEPT019,1,2024,14821675,1136890,1347425,0,1461114,13150026,PROCESSED,0,2024-01-28
PE00002618,EMP0219,DEPT019,2,2024,14821675,0,0,741084,1556276,14006483,PROCESSED,0,2024-02-28
PE00002619,EMP0219,DEPT019,3,2024,14821675,2400101,0,741084,1796286,16166574,PROCESSED,0,2024-03-28
PE00002620,EMP0219,DEPT019,4,2024,14821675,1894816,0,741084,1745758,15711817,PROCESSED,0,2024-04-28
PE00002621,EMP0219,DEPT019,5,2024,14821675,1136890,0,741084,1669965,15029684,PROCESSED,0,2024-05-28
PE00002622,EMP0219,DEPT019,6,2024,14821675,1768495,673713,0,1591646,14324811,PROCESSED,0,2024-06-28
PE00002623,EMP0219,DEPT019,7,2024,14821675,0,1347425,0,1347425,12126825,PROCESSED,0,2024-07-28
PE00002624,EMP0219,DEPT019,8,2024,14821675,1389532,1347425,0,1486378,13377404,PROCESSED,0,2024-08-28
PE00002625,EMP0219,DEPT019,9,2024,14821675,1768495,2021138,0,1456903,13112129,PROCESSED,0,2024-09-28
PE00002626,EMP0219,DEPT019,10,2024,14821675,1010569,673713,0,1515853,13642678,PROCESSED,0,2024-10-28
PE00002627,EMP0219,DEPT019,11,2024,14821675,2021138,2021138,0,1482168,13339507,PROCESSED,0,2024-11-28
PE00002628,EMP0219,DEPT019,12,2024,14821675,1389532,1347425,0,1486378,13377404,PENDING,0,
PE00002629,EMP0220,DEPT020,1,2024,9524181,1623440,865835,0,514089,9767697,PROCESSED,0,2024-01-28
PE00002630,EMP0220,DEPT020,2,2024,9524181,568204,432917,0,482973,9176495,PROCESSED,0,2024-02-28
PE00002631,EMP0220,DEPT020,3,2024,9524181,649376,432917,0,487032,9253608,PROCESSED,0,2024-03-28
PE00002632,EMP0220,DEPT020,4,2024,9524181,1298752,432917,0,519501,9870515,PROCESSED,0,2024-04-28
PE00002633,EMP0220,DEPT020,5,2024,9524181,162344,0,476209,508137,9654597,PROCESSED,0,2024-05-28
PE00002634,EMP0220,DEPT020,6,2024,9524181,1379924,432917,0,523559,9947629,PROCESSED,0,2024-06-28
PE00002635,EMP0220,DEPT020,7,2024,9524181,162344,865835,0,441035,8379655,PROCESSED,0,2024-07-28
PE00002636,EMP0220,DEPT020,8,2024,9524181,405860,865835,0,453210,8610996,PROCESSED,0,2024-08-28
PE00002637,EMP0220,DEPT020,9,2024,9524181,892892,0,476209,544664,10348618,PROCESSED,0,2024-09-28
PE00002638,EMP0220,DEPT020,10,2024,9524181,405860,0,476209,520313,9885937,PROCESSED,0,2024-10-28
PE00002639,EMP0220,DEPT020,11,2024,9524181,162344,432917,0,462680,8790928,PROCESSED,0,2024-11-28
PE00002640,EMP0220,DEPT020,12,2024,9524181,1217580,865835,0,493796,9382130,PENDING,0,
PE00002641,EMP0221,DEPT001,1,2024,16571511,2400986,1506501,0,1746600,15719396,PROCESSED,0,2024-01-28
PE00002642,EMP0221,DEPT001,2,2024,16571511,2683455,2259752,0,1699521,15295693,PROCESSED,0,2024-02-28
PE00002643,EMP0221,DEPT001,3,2024,16571511,2824689,753251,0,1864295,16778654,PROCESSED,0,2024-03-28
PE00002644,EMP0221,DEPT001,4,2024,16571511,0,753251,0,1581826,14236434,PROCESSED,0,2024-04-28
PE00002645,EMP0221,DEPT001,5,2024,16571511,2259752,0,828576,1965984,17693855,PROCESSED,0,2024-05-28
PE00002646,EMP0221,DEPT001,6,2024,16571511,1694814,0,828576,1909490,17185411,PROCESSED,0,2024-06-28
PE00002647,EMP0221,DEPT001,7,2024,16571511,282469,753251,0,1610073,14490656,PROCESSED,0,2024-07-28
PE00002648,EMP0221,DEPT001,8,2024,16571511,1271110,0,828576,1867120,16804077,PROCESSED,0,2024-08-28
PE00002649,EMP0221,DEPT001,9,2024,16571511,0,2259752,0,1431176,12880583,PROCESSED,0,2024-09-28
PE00002650,EMP0221,DEPT001,10,2024,16571511,2542220,2259752,0,1685398,15168581,PROCESSED,0,2024-10-28
PE00002651,EMP0221,DEPT001,11,2024,16571511,2542220,1506501,0,1760723,15846507,PROCESSED,0,2024-11-28
PE00002652,EMP0221,DEPT001,12,2024,16571511,1129876,2259752,0,1544164,13897471,PENDING,0,
PE00002653,EMP0222,DEPT002,1,2024,15187843,1423860,1380713,0,1523099,13707891,PROCESSED,0,2024-01-28
PE00002654,EMP0222,DEPT002,2,2024,15187843,2588837,2071070,0,1570561,14135049,PROCESSED,0,2024-02-28
PE00002655,EMP0222,DEPT002,3,2024,15187843,1035535,2071070,0,1415231,12737077,PROCESSED,0,2024-03-28
PE00002656,EMP0222,DEPT002,4,2024,15187843,647209,2071070,0,1376398,12387584,PROCESSED,0,2024-04-28
PE00002657,EMP0222,DEPT002,5,2024,15187843,1294418,0,759392,1724165,15517488,PROCESSED,0,2024-05-28
PE00002658,EMP0222,DEPT002,6,2024,15187843,1035535,0,759392,1698277,15284493,PROCESSED,0,2024-06-28
PE00002659,EMP0222,DEPT002,7,2024,15187843,1682744,2071070,0,1479952,13319565,PROCESSED,0,2024-07-28
PE00002660,EMP0222,DEPT002,8,2024,15187843,1682744,0,759392,1762998,15866981,PROCESSED,0,2024-08-28
PE00002661,EMP0222,DEPT002,9,2024,15187843,2459395,690357,0,1695688,15261193,PROCESSED,0,2024-09-28
PE00002662,EMP0222,DEPT002,10,2024,15187843,2329953,2071070,0,1544673,13902053,PROCESSED,0,2024-10-28
PE00002663,EMP0222,DEPT002,11,2024,15187843,2329953,690357,0,1682744,15144695,PROCESSED,0,2024-11-28
PE00002664,EMP0222,DEPT002,12,2024,15187843,1941628,0,759392,1788886,16099977,PENDING,0,
PE00002665,EMP0223,DEPT003,1,2024,7812673,998779,1065365,0,387304,7358783,PROCESSED,0,2024-01-28
PE00002666,EMP0223,DEPT003,2,2024,7812673,998779,0,390634,460104,8741982,PROCESSED,0,2024-02-28
PE00002667,EMP0223,DEPT003,3,2024,7812673,799023,710243,0,395073,7506380,PROCESSED,0,2024-03-28
PE00002668,EMP0223,DEPT003,4,2024,7812673,932194,355122,0,419487,7970258,PROCESSED,0,2024-04-28
PE00002669,EMP0223,DEPT003,5,2024,7812673,66585,355122,0,376207,7147929,PROCESSED,0,2024-05-28
PE00002670,EMP0223,DEPT003,6,2024,7812673,1065365,710243,0,408390,7759405,PROCESSED,0,2024-06-28
PE00002671,EMP0223,DEPT003,7,2024,7812673,0,710243,0,355122,6747308,PROCESSED,0,2024-07-28
PE00002672,EMP0223,DEPT003,8,2024,7812673,732438,710243,0,391743,7443125,PROCESSED,0,2024-08-28
PE00002673,EMP0223,DEPT003,9,2024,7812673,332926,710243,0,371768,7063588,PROCESSED,0,2024-09-28
PE00002674,EMP0223,DEPT003,10,2024,7812673,199756,355122,0,382865,7274442,PROCESSED,0,2024-10-28
PE00002675,EMP0223,DEPT003,11,2024,7812673,1065365,355122,0,426146,8096770,PROCESSED,0,2024-11-28
