attendId,empId,month,year,workDays,absenceDays,overtimeHours,lateCount
ATT0003031,EMP0253,7,2024,21,1,9,3
ATT0003032,EMP0253,8,2024,19,3,2,1
ATT0003033,EMP0253,9,2024,22,1,6,0
ATT0003034,EMP0253,10,2024,22,2,13,2
ATT0003035,EMP0253,11,2024,22,2,7,3
ATT0003036,EMP0253,12,2024,19,3,3,3
ATT0003037,EMP0254,1,2024,20,2,11,1
ATT0003038,EMP0254,2,2024,20,1,1,1
ATT0003039,EMP0254,3,2024,22,2,18,1
ATT0003040,EMP0254,4,2024,20,1,16,0
ATT0003041,EMP0254,5,2024,21,3,10,1
ATT0003042,EMP0254,6,2024,18,1,1,2
ATT0003043,EMP0254,7,2024,18,0,5,1
ATT0003044,EMP0254,8,2024,19,3,2,3
ATT0003045,EMP0254,9,2024,20,0,0,3
ATT0003046,EMP0254,10,2024,20,0,10,0
ATT0003047,EMP0254,11,2024,19,2,17,3
ATT0003048,EMP0254,12,2024,20,1,0,2
ATT0003049,EMP0255,1,2024,19,2,7,0
ATT0003050,EMP0255,2,2024,20,1,2,2
ATT0003051,EMP0255,3,2024,19,2,6,2
ATT0003052,EMP0255,4,2024,21,0,2,1
ATT0003053,EMP0255,5,2024,20,1,20,3
ATT0003054,EMP0255,6,2024,19,0,20,3
ATT0003055,EMP0255,7,2024,19,3,0,0
ATT0003056,EMP0255,8,2024,19,3,15,2
ATT0003057,EMP0255,9,2024,20,1,12,0
ATT0003058,EMP0255,10,2024,21,0,0,1
ATT0003059,EMP0255,11,2024,19,0,4,2
ATT0003060,EMP0255,12,2024,21,3,20,0
ATT0003061,EMP0256,1,2024,19,2,14,3
ATT0003062,EMP0256,2,2024,21,3,4,2
ATT0003063,EMP0256,3,2024,22,3,14,0
ATT0003064,EMP0256,4,2024,22,0,13,0
ATT0003065,EMP0256,5,2024,18,3,18,3
ATT0003066,EMP0256,6,2024,22,0,9,1
ATT0003067,EMP0256,7,2024,19,0,12,3
ATT0003068,EMP0256,8,2024,22,3,5,1
ATT0003069,EMP0256,9,2024,18,0,4,1
ATT0003070,EMP0256,10,2024,20,3,8,2
ATT0003071,EMP0256,11,2024,20,3,14,3
ATT0003072,EMP0256,12,2024,20,2,19,0
ATT0003073,EMP0257,1,2024,19,2,16,2
ATT0003074,EMP0257,2,2024,21,3,7,1
ATT0003075,EMP0257,3,2024,20,0,4,2
ATT0003076,EMP0257,4,2024,22,3,17,1
ATT0003077,EMP0257,5,2024,18,2,17,3
ATT0003078,EMP0257,6,2024,20,1,16,3
ATT0003079,EMP0257,7,2024,21,3,15,1
ATT0003080,EMP0257,8,2024,18,3,20,0
ATT0003081,EMP0257,9,2024,19,0,16,1
ATT0003082,EMP0257,10,2024,18,1,8,3
ATT0003083,EMP0257,11,2024,20,1,8,0
ATT0003084,EMP0257,12,2024,21,1,10,3
ATT0003085,EMP0258,1,2024,21,3,3,0
ATT0003086,EMP0258,2,2024,21,0,3,2
ATT0003087,EMP0258,3,2024,20,1,12,3
ATT0003088,EMP0258,4,2024,20,3,12,0
ATT0003089,EMP0258,5,2024,22,2,16,0
ATT0003090,EMP0258,6,2024,21,2,3,3
ATT0003091,EMP0258,7,2024,22,3,20,2
ATT0003092,EMP0258,8,2024,20,1,10,3
ATT0003093,EMP0258,9,2024,18,1,8,0
ATT0003094,EMP0258,10,2024,18,3,7,3
ATT0003095,EMP0258,11,2024,20,2,0,2
ATT0003096,EMP0258,12,2024,21,3,18,3
ATT0003097,EMP0259,1,2024,21,2,12,3
ATT0003098,EMP0259,2,2024,20,3,15,2
ATT0003099,EMP0259,3,2024,18,1,8,2
ATT0003100,EMP0259,4,2024,21,1,13,1
ATT0003101,EMP0259,5,2024,20,3,2,2
ATT0003102,EMP0259,6,2024,20,3,17,0
ATT0003103,EMP0259,7,2024,18,1,1,1
ATT0003104,EMP0259,8,2024,19,2,19,0
ATT0003105,EMP0259,9,2024,22,0,20,3
ATT0003106,EMP0259,10,2024,18,3,3,3
ATT0003107,EMP0259,11,2024,21,2,3,3
ATT0003108,EMP0259,12,2024,20,2,10,2
ATT0003109,EMP0260,1,2024,20,2,7,3
ATT0003110,EMP0260,2,2024,22,3,0,1
ATT0003111,EMP0260,3,2024,21,0,7,0
ATT0003112,EMP0260,4,2024,18,0,13,1
ATT0003113,EMP0260,5,2024,18,0,3,2
ATT0003114,EMP0260,6,2024,18,3,17,3
ATT0003115,EMP0260,7,2024,21,1,20,3
ATT0003116,EMP0260,8,2024,18,0,5,2
ATT0003117,EMP0260,9,2024,18,0,10,2
ATT0003118,EMP0260,10,2024,22,2,0,3
ATT0003119,EMP0260,11,2024,21,3,15,2
ATT0003120,EMP0260,12,2024,19,3,10,3
ATT0003121,EMP0261,1,2024,20,3,19,2
ATT0003122,EMP0261,2,2024,20,0,12,1
ATT0003123,EMP0261,3,2024,19,3,6,3
ATT0003124,EMP0261,4,2024,21,1,16,3
ATT0003125,EMP0261,5,2024,18,1,11,3
ATT0003126,EMP0261,6,2024,21,3,4,1
ATT0003127,EMP0261,7,2024,21,3,8,2
ATT0003128,EMP0261,8,2024,19,2,11,0
ATT0003129,EMP0261,9,2024,18,3,18,2
ATT0003130,EMP0261,10,2024,22,2,13,1
ATT0003131,EMP0261,11,2024,19,1,9,2
ATT0003132,EMP0261,12,2024,19,3,0,1
ATT0003133,EMP0262,1,2024,21,0,8,1
ATT0003134,EMP0262,2,2024,21,3,3,0
ATT0003135,EMP0262,3,2024,19,3,16,2
ATT0003136,EMP0262,4,2024,22,2,10,1
ATT0003137,EMP0262,5,2024,20,1,6,2
ATT0003138,EMP0262,6,2024,22,1,2,2
ATT0003139,EMP0262,7,2024,20,3,11,3
ATT0003140,EMP0262,8,2024,22,2,13,0
ATT0003141,EMP0262,9,2024,20,1,15,1
ATT0003142,EMP0262,10,2024,18,3,5,1
ATT0003143,EMP0262,11,2024,21,2,3,0
ATT0003144,EMP0262,12,2024,22,3,1,2
ATT0003145,EMP0263,1,2024,18,3,18,1
ATT0003146,EMP0263,2,2024,19,0,3,2
ATT0003147,EMP0263,3,2024,20,3,6,3
ATT0003148,EMP0263,4,2024,19,3,10,3
ATT0003149,EMP0263,5,2024,22,1,13,0
ATT0003150,EMP0263,6,2024,20,3,0,2
ATT0003151,EMP0263,7,2024,18,1,15,0
ATT0003152,EMP0263,8,2024,22,3,16,0
ATT0003153,EMP0263,9,2024,19,1,6,1
ATT0003154,EMP0263,10,2024,21,1,16,2
ATT0003155,EMP0263,11,2024,21,0,2,0
ATT0003156,EMP0263,12,2024,21,2,17,0
ATT0003157,EMP0264,1,2024,19,2,5,2
ATT0003158,EMP0264,2,2024,22,2,14,1
ATT0003159,EMP0264,3,2024,20,0,8,1
ATT0003160,EMP0264,4,2024,18,3,1,3
ATT0003161,EMP0264,5,2024,22,3,16,0
ATT0003162,EMP0264,6,2024,20,2,8,2
ATT0003163,EMP0264,7,2024,21,0,11,2
ATT0003164,EMP0264,8,2024,19,0,10,2
ATT0003165,EMP0264,9,2024,22,3,7,0
ATT0003166,EMP0264,10,2024,21,1,6,2
ATT0003167,EMP0264,11,2024,22,1,11,0
ATT0003168,EMP0264,12,2024,21,3,17,3
ATT0003169,EMP0265,1,2024,18,1,20,0
ATT0003170,EMP0265,2,2024,19,1,4,1
ATT0003171,EMP0265,3,2024,21,3,16,2
ATT0003172,EMP0265,4,2024,20,1,14,0
ATT0003173,EMP0265,5,2024,22,2,15,2
ATT0003174,EMP0265,6,2024,19,3,0,1
ATT0003175,EMP0265,7,2024,22,1,16,1
ATT0003176,EMP0265,8,2024,20,3,5,2
ATT0003177,EMP0265,9,2024,19,1,17,0
ATT0003178,EMP0265,10,2024,19,2,9,0
ATT0003179,EMP0265,11,2024,18,3,13,3
ATT0003180,EMP0265,12,2024,22,3,15,1
ATT0003181,EMP0266,1,2024,18,1,7,0
ATT0003182,EMP0266,2,2024,20,0,4,1
ATT0003183,EMP0266,3,2024,21,1,18,1
ATT0003184,EMP0266,4,2024,19,3,1,0
ATT0003185,EMP0266,5,2024,20,0,11,3
ATT0003186,EMP0266,6,2024,18,3,1,0
ATT0003187,EMP0266,7,2024,19,1,1,1
ATT0003188,EMP0266,8,2024,20,3,6,0
ATT0003189,EMP0266,9,2024,20,2,4,0
ATT0003190,EMP0266,10,2024,22,2,18,3
ATT0003191,EMP0266,11,2024,19,1,6,2
ATT0003192,EMP0266,12,2024,21,0,1,2
ATT0003193,EMP0267,1,2024,18,1,4,0
ATT0003194,EMP0267,2,2024,21,1,5,2
ATT0003195,EMP0267,3,2024,20,0,13,1
ATT0003196,EMP0267,4,2024,22,2,9,1
ATT0003197,EMP0267,5,2024,21,0,15,2
ATT0003198,EMP0267,6,2024,19,0,4,1
ATT0003199,EMP0267,7,2024,18,3,1,2
ATT0003200,EMP0267,8,2024,21,1,18,0
ATT0003201,EMP0267,9,2024,18,3,5,2
ATT0003202,EMP0267,10,2024,20,3,10,2
ATT0003203,EMP0267,11,2024,20,0,7,1
ATT0003204,EMP0267,12,2024,18,2,17,3
ATT0003205,EMP0268,1,2024,18,2,17,1
ATT0003206,EMP0268,2,2024,22,2,19,3
ATT0003207,EMP0268,3,2024,22,2,14,2
ATT0003208,EMP0268,4,2024,21,1,13,0
ATT0003209,EMP0268,5,2024,19,3,9,2
ATT0003210,EMP0268,6,2024,18,1,2,2
ATT0003211,EMP0268,7,2024,18,0,5,0
ATT0003212,EMP0268,8,2024,18,3,16,1
ATT0003213,EMP0268,9,2024,21,3,15,2
ATT0003214,EMP0268,10,2024,19,1,4,3
ATT0003215,EMP0268,11,2024,20,3,5,3
ATT0003216,EMP0268,12,2024,20,3,7,1
ATT0003217,EMP0269,1,2024,21,0,16,2
ATT0003218,EMP0269,2,2024,18,3,20,2
ATT0003219,EMP0269,3,2024,21,2,10,2
ATT0003220,EMP0269,4,2024,20,1,10,1
ATT0003221,EMP0269,5,2024,19,2,11,2
ATT0003222,EMP0269,6,2024,22,2,4,1
ATT0003223,EMP0269,7,2024,22,0,18,3
ATT0003224,EMP0269,8,2024,20,2,19,2
ATT0003225,EMP0269,9,2024,20,1,19,0
ATT0003226,EMP0269,10,2024,19,1,16,1
ATT0003227,EMP0269,11,2024,21,3,16,3
ATT0003228,EMP0269,12,2024,21,1,11,3
ATT0003229,EMP0270,1,2024,20,0,20,2
ATT0003230,EMP0270,2,2024,19,0,10,0
ATT0003231,EMP0270,3,2024,19,2,13,1
ATT0003232,EMP0270,4,2024,20,3,7,0
ATT0003233,EMP0270,5,2024,19,1,17,3
ATT0003234,EMP0270,6,2024,20,0,19,0
ATT0003235,EMP0270,7,2024,19,3,0,1
ATT0003236,EMP0270,8,2024,18,1,11,0
ATT0003237,EMP0270,9,2024,21,1,2,2
ATT0003238,EMP0270,10,2024,22,2,7,0
ATT0003239,EMP0270,11,2024,18,2,17,0
ATT0003240,EMP0270,12,2024,20,2,17,0
ATT0003241,EMP0271,1,2024,21,3,2,3
ATT0003242,EMP0271,2,2024,18,3,10,0
ATT0003243,EMP0271,3,2024,21,0,6,0
ATT0003244,EMP0271,4,2024,22,1,18,0
ATT0003245,EMP0271,5,2024,18,1,0,3
ATT0003246,EMP0271,6,2024,19,3,7,2
ATT0003247,EMP0271,7,2024,19,2,3,0
ATT0003248,EMP0271,8,2024,19,1,8,1
ATT0003249,EMP0271,9,2024,18,2,19,3
ATT0003250,EMP0271,10,2024,19,0,5,3
ATT0003251,EMP0271,11,2024,22,2,6,1
ATT0003252,EMP0271,12,2024,18,0,20,0
ATT0003253,EMP0272,1,2024,22,3,18,2
ATT0003254,EMP0272,2,2024,21,3,11,2
ATT0003255,EMP0272,3,2024,22,2,13,1
ATT0003256,EMP0272,4,2024,20,3,15,0
ATT0003257,EMP0272,5,2024,18,1,17,2
ATT0003258,EMP0272,6,2024,20,3,5,1
ATT0003259,EMP0272,7,2024,20,1,17,3
ATT0003260,EMP0272,8,2024,18,2,4,1
ATT0003261,EMP0272,9,2024,19,3,6,3
ATT0003262,EMP0272,10,2024,20,2,8,1
ATT0003263,EMP0272,11,2024,21,2,18,1
ATT0003264,EMP0272,12,2024,19,1,14,1
ATT0003265,EMP0273,1,2024,18,2,20,1
ATT0003266,EMP0273,2,2024,22,1,15,1
ATT0003267,EMP0273,3,2024,19,2,0,2
ATT0003268,EMP0273,4,2024,19,3,15,0
ATT0003269,EMP0273,5,2024,20,0,4,3
ATT0003270,EMP0273,6,2024,20,3,14,2
ATT0003271,EMP0273,7,2024,18,2,4,2
ATT0003272,EMP0273,8,2024,22,1,5,0
ATT0003273,EMP0273,9,2024,21,1,0,2
ATT0003274,EMP0273,10,2024,19,1,13,2
ATT0003275,EMP0273,11,2024,19,0,20,1
ATT0003276,EMP0273,12,2024,19,2,12,0
ATT0003277,EMP0274,1,2024,20,3,14,2
ATT0003278,EMP0274,2,2024,22,0,1,0
ATT0003279,EMP0274,3,2024,18,2,7,3
ATT0003280,EMP0274,4,2024,19,2,15,3
ATT0003281,EMP0274,5,2024,20,0,13,2
ATT0003282,EMP0274,6,2024,21,1,10,3
ATT0003283,EMP0274,7,2024,21,3,6,1
ATT0003284,EMP0274,8,2024,18,0,20,1
ATT0003285,EMP0274,9,2024,21,0,5,1
ATT0003286,EMP0274,10,2024,20,3,3,3
ATT0003287,EMP0274,11,2024,21,3,18,2
ATT0003288,EMP0274,12,2024,21,2,14,1
ATT0003289,EMP0275,1,2024,20,2,7,1
ATT0003290,EMP0275,2,2024,20,3,13,2
ATT0003291,EMP0275,3,2024,19,0,6,2
ATT0003292,EMP0275,4,2024,22,2,17,1
ATT0003293,EMP0275,5,2024,22,0,0,3
ATT0003294,EMP0275,6,2024,18,0,18,1
ATT0003295,EMP0275,7,2024,18,3,2,3
ATT0003296,EMP0275,8,2024,18,1,18,2
ATT0003297,EMP0275,9,2024,21,0,8,1
ATT0003298,EMP0275,10,2024,22,0,7,2
ATT0003299,EMP0275,11,2024,22,2,6,3
ATT0003300,EMP0275,12,2024,22,0,7,3
ATT0003301,EMP0276,1,2024,21,0,16,3
ATT0003302,EMP0276,2,2024,19,0,19,0
ATT0003303,EMP0276,3,2024,20,0,17,0
ATT0003304,EMP0276,4,2024,19,0,5,0
ATT0003305,EMP0276,5,2024,18,0,12,2
ATT0003306,EMP0276,6,2024,21,0,13,1
ATT0003307,EMP0276,7,2024,22,3,7,2
ATT0003308,EMP0276,8,2024,21,1,1,1
ATT0003309,EMP0276,9,2024,22,3,10,3
ATT0003310,EMP0276,10,2024,21,3,20,1
ATT0003311,EMP0276,11,2024,18,3,19,0
ATT0003312,EMP0276,12,2024,18,1,12,3
ATT0003313,EMP0277,1,2024,22,3,16,2
ATT0003314,EMP0277,2,2024,22,0,13,0
ATT0003315,EMP0277,3,2024,18,3,2,1
ATT0003316,EMP0277,4,2024,18,0,13,1
ATT0003317,EMP0277,5,2024,21,2,9,0
ATT0003318,EMP0277,6,2024,19,1,13,1
ATT0003319,EMP0277,7,2024,21,3,10,0
ATT0003320,EMP0277,8,2024,18,3,0,0
ATT0003321,EMP0277,9,2024,20,1,0,1
ATT0003322,EMP0277,10,2024,22,0,17,0
ATT0003323,EMP0277,11,2024,20,2,14,2
ATT0003324,EMP0277,12,2024,21,0,8,0
ATT0003325,EMP0278,1,2024,21,0,15,1
ATT0003326,EMP0278,2,2024,21,3,15,1
ATT0003327,EMP0278,3,2024,20,2,11,2
ATT0003328,EMP0278,4,2024,18,1,17,0
ATT0003329,EMP0278,5,2024,19,2,5,2
ATT0003330,EMP0278,6,2024,18,0,3,2
ATT0003331,EMP0278,7,2024,18,0,9,2
ATT0003332,EMP0278,8,2024,21,3,10,3
ATT0003333,EMP0278,9,2024,18,0,15,3
ATT0003334,EMP0278,10,2024,21,0,10,2
ATT0003335,EMP0278,11,2024,18,0,7,2
ATT0003336,EMP0278,12,2024,20,0,2,1
ATT0003337,EMP0279,1,2024,21,2,10,3
ATT0003338,EMP0279,2,2024,22,2,19,1
ATT0003339,EMP0279,3,2024,20,0,14,1
ATT0003340,EMP0279,4,2024,18,1,14,0
ATT0003341,EMP0279,5,2024,18,0,17,3
ATT0003342,EMP0279,6,2024,19,1,15,3
ATT0003343,EMP0279,7,2024,21,2,17,3
ATT0003344,EMP0279,8,2024,18,2,1,3
ATT0003345,EMP0279,9,2024,19,1,10,2
ATT0003346,EMP0279,10,2024,22,1,0,1
ATT0003347,EMP0279,11,2024,18,1,16,2
ATT0003348,EMP0279,12,2024,19,1,4,2
ATT0003349,EMP0280,1,2024,19,0,14,3
ATT0003350,EMP0280,2,2024,19,1,20,2
ATT0003351,EMP0280,3,2024,18,3,1,1
ATT0003352,EMP0280,4,2024,20,2,10,1
ATT0003353,EMP0280,5,2024,21,2,8,2
ATT0003354,EMP0280,6,2024,21,3,9,2
ATT0003355,EMP0280,7,2024,21,1,7,3
ATT0003356,EMP0280,8,2024,21,3,12,1
ATT0003357,EMP0280,9,2024,20,1,1,0
ATT0003358,EMP0280,10,2024,18,1,9,3
ATT0003359,EMP0280,11,2024,18,2,8,3
ATT0003360,EMP0280,12,2024,18,0,10,2
ATT0003361,EMP0281,1,2024,20,1,7,2
ATT0003362,EMP0281,2,2024,19,3,18,2
ATT0003363,EMP0281,3,2024,20,3,9,2
ATT0003364,EMP0281,4,2024,22,3,20,0
ATT0003365,EMP0281,5,2024,18,0,2,2
ATT0003366,EMP0281,6,2024,19,3,19,2
ATT0003367,EMP0281,7,2024,20,0,5,0
ATT0003368,EMP0281,8,2024,19,0,5,1
ATT0003369,EMP0281,9,2024,19,3,3,3
ATT0003370,EMP0281,10,2024,21,0,8,2
ATT0003371,EMP0281,11,2024,22,2,1,0
ATT0003372,EMP0281,12,2024,19,1,10,3
ATT0003373,EMP0282,1,2024,19,1,17,3
ATT0003374,EMP0282,2,2024,19,1,19,0
ATT0003375,EMP0282,3,2024,18,0,18,1
ATT0003376,EMP0282,4,2024,21,1,20,2
ATT0003377,EMP0282,5,2024,21,3,5,3
ATT0003378,EMP0282,6,2024,18,3,13,2
ATT0003379,EMP0282,7,2024,22,1,6,2
ATT0003380,EMP0282,8,2024,20,3,20,1
ATT0003381,EMP0282,9,2024,18,3,13,1
ATT0003382,EMP0282,10,2024,20,3,19,0
ATT0003383,EMP0282,11,2024,21,2,20,1
ATT0003384,EMP0282,12,2024,20,2,3,0
ATT0003385,EMP0283,1,2024,19,3,11,0
ATT0003386,EMP0283,2,2024,19,2,2,0
ATT0003387,EMP0283,3,2024,22,1,4,3
ATT0003388,EMP0283,4,2024,18,0,2,0
ATT0003389,EMP0283,5,2024,18,2,18,0
ATT0003390,EMP0283,6,2024,20,3,7,3
ATT0003391,EMP0283,7,2024,21,2,8,2
ATT0003392,EMP0283,8,2024,22,2,3,2
ATT0003393,EMP0283,9,2024,18,2,1,1
ATT0003394,EMP0283,10,2024,19,1,12,1
ATT0003395,EMP0283,11,2024,22,0,20,1
ATT0003396,EMP0283,12,2024,20,2,12,3
ATT0003397,EMP0284,1,2024,22,1,12,3
ATT0003398,EMP0284,2,2024,19,2,14,3
ATT0003399,EMP0284,3,2024,22,2,9,3
ATT0003400,EMP0284,4,2024,19,0,11,2
ATT0003401,EMP0284,5,2024,18,3,7,3
ATT0003402,EMP0284,6,2024,21,3,13,3
ATT0003403,EMP0284,7,2024,19,0,17,0
ATT0003404,EMP0284,8,2024,18,3,0,2
ATT0003405,EMP0284,9,2024,21,2,9,1
ATT0003406,EMP0284,10,2024,18,3,8,1
ATT0003407,EMP0284,11,2024,22,0,20,2
ATT0003408,EMP0284,12,2024,21,1,1,0
ATT0003409,EMP0285,1,2024,18,3,5,3
ATT0003410,EMP0285,2,2024,18,3,5,3
ATT0003411,EMP0285,3,2024,21,2,19,3
ATT0003412,EMP0285,4,2024,18,2,15,0
ATT0003413,EMP0285,5,2024,18,1,19,2
ATT0003414,EMP0285,6,2024,20,1,4,1
ATT0003415,EMP0285,7,2024,20,3,13,0
ATT0003416,EMP0285,8,2024,19,3,6,1
ATT0003417,EMP0285,9,2024,22,1,3,2
ATT0003418,EMP0285,10,2024,22,3,2,3
ATT0003419,EMP0285,11,2024,21,2,12,0
ATT0003420,EMP0285,12,2024,19,2,12,1
ATT0003421,EMP0286,1,2024,22,0,0,2
ATT0003422,EMP0286,2,2024,19,3,11,1
ATT0003423,EMP0286,3,2024,19,0,5,2
ATT0003424,EMP0286,4,2024,19,0,6,2
ATT0003425,EMP0286,5,2024,19,3,1,0
ATT0003426,EMP0286,6,2024,21,1,5,3
ATT0003427,EMP0286,7,2024,21,0,15,0
ATT0003428,EMP0286,8,2024,21,2,10,2
ATT0003429,EMP0286,9,2024,20,0,8,3
ATT0003430,EMP0286,10,2024,18,2,10,1
ATT0003431,EMP0286,11,2024,20,3,1,1
ATT0003432,EMP0286,12,2024,21,2,12,0
ATT0003433,EMP0287,1,2024,18,0,5,1
ATT0003434,EMP0287,2,2024,21,3,17,1
ATT0003435,EMP0287,3,2024,20,2,5,3
ATT0003436,EMP0287,4,2024,20,2,20,0
ATT0003437,EMP0287,5,2024,20,2,20,1
ATT0003438,EMP0287,6,2024,19,3,9,1
ATT0003439,EMP0287,7,2024,21,1,8,1
ATT0003440,EMP0287,8,2024,19,2,17,0
ATT0003441,EMP0287,9,2024,20,1,13,1
ATT0003442,EMP0287,10,2024,19,3,10,1
ATT0003443,EMP0287,11,2024,20,0,18,2
ATT0003444,EMP0287,12,2024,21,3,17,0
ATT0003445,EMP0288,1,2024,22,1,7,3
ATT0003446,EMP0288,2,2024,19,2,9,3
ATT0003447,EMP0288,3,2024,21,2,12,0
ATT0003448,EMP0288,4,2024,22,0,11,3
ATT0003449,EMP0288,5,2024,19,0,12,1
ATT0003450,EMP0288,6,2024,20,0,4,3
ATT0003451,EMP0288,7,2024,22,0,8,0
ATT0003452,EMP0288,8,2024,18,2,0,2
ATT0003453,EMP0288,9,2024,20,0,1,2
ATT0003454,EMP0288,10,2024,19,0,17,2
ATT0003455,EMP0288,11,2024,22,2,18,3
ATT0003456,EMP0288,12,2024,22,2,2,1
ATT0003457,EMP0289,1,2024,21,1,19,1
ATT0003458,EMP0289,2,2024,21,0,5,1
ATT0003459,EMP0289,3,2024,22,3,9,1
ATT0003460,EMP0289,4,2024,19,3,7,3
ATT0003461,EMP0289,5,2024,20,2,0,1
ATT0003462,EMP0289,6,2024,19,0,8,3
ATT0003463,EMP0289,7,2024,20,2,17,0
ATT0003464,EMP0289,8,2024,22,1,12,1
ATT0003465,EMP0289,9,2024,18,1,11,1
ATT0003466,EMP0289,10,2024,19,3,9,1
ATT0003467,EMP0289,11,2024,18,1,14,3
ATT0003468,EMP0289,12,2024,19,2,20,3
ATT0003469,EMP0290,1,2024,20,0,13,0
ATT0003470,EMP0290,2,2024,21,2,0,0
ATT0003471,EMP0290,3,2024,21,1,16,0
ATT0003472,EMP0290,4,2024,18,1,11,0
ATT0003473,EMP0290,5,2024,20,0,4,3
ATT0003474,EMP0290,6,2024,19,0,9,0
ATT0003475,EMP0290,7,2024,20,2,17,2
ATT0003476,EMP0290,8,2024,21,2,10,3
ATT0003477,EMP0290,9,2024,18,3,17,3
ATT0003478,EMP0290,10,2024,18,1,15,1
ATT0003479,EMP0290,11,2024,18,3,19,3
ATT0003480,EMP0290,12,2024,22,0,1,2
ATT0003481,EMP0291,1,2024,22,3,19,1
ATT0003482,EMP0291,2,2024,20,0,6,3
ATT0003483,EMP0291,3,2024,18,1,10,1
ATT0003484,EMP0291,4,2024,18,3,15,0
ATT0003485,EMP0291,5,2024,18,2,0,0
ATT0003486,EMP0291,6,2024,19,0,4,1
ATT0003487,EMP0291,7,2024,22,3,10,1
ATT0003488,EMP0291,8,2024,18,1,11,1
ATT0003489,EMP0291,9,2024,22,2,17,0
ATT0003490,EMP0291,10,2024,19,3,8,0
ATT0003491,EMP0291,11,2024,20,0,19,0
ATT0003492,EMP0291,12,2024,22,3,2,0
ATT0003493,EMP0292,1,2024,18,3,8,2
ATT0003494,EMP0292,2,2024,21,0,8,3
ATT0003495,EMP0292,3,2024,20,3,5,1
ATT0003496,EMP0292,4,2024,21,1,15,2
ATT0003497,EMP0292,5,2024,18,1,15,3
ATT0003498,EMP0292,6,2024,21,1,15,0
ATT0003499,EMP0292,7,2024,19,0,13,0
ATT0003500,EMP0292,8,2024,21,3,4,1
ATT0003501,EMP0292,9,2024,20,3,11,2
ATT0003502,EMP0292,10,2024,19,2,11,0
ATT0003503,EMP0292,11,2024,19,1,11,3
ATT0003504,EMP0292,12,2024,18,3,16,2
ATT0003505,EMP0293,1,2024,18,2,9,0
ATT0003506,EMP0293,2,2024,22,1,6,3
ATT0003507,EMP0293,3,2024,19,0,8,3
ATT0003508,EMP0293,4,2024,22,2,18,0
ATT0003509,EMP0293,5,2024,21,2,14,3
ATT0003510,EMP0293,6,2024,21,0,8,2
ATT0003511,EMP0293,7,2024,18,0,5,2
ATT0003512,EMP0293,8,2024,22,1,2,0
ATT0003513,EMP0293,9,2024,19,1,19,1
ATT0003514,EMP0293,10,2024,20,1,17,0
ATT0003515,EMP0293,11,2024,21,2,17,2
ATT0003516,EMP0293,12,2024,21,2,17,0
ATT0003517,EMP0294,1,2024,21,1,19,3
ATT0003518,EMP0294,2,2024,21,3,7,1
ATT0003519,EMP0294,3,2024,22,2,12,0
ATT0003520,EMP0294,4,2024,20,2,13,3
ATT0003521,EMP0294,5,2024,19,2,4,0
ATT0003522,EMP0294,6,2024,21,2,10,3
ATT0003523,EMP0294,7,2024,20,0,18,0
ATT0003524,EMP0294,8,2024,18,2,1,3
ATT0003525,EMP0294,9,2024,21,0,7,1
ATT0003526,EMP0294,10,2024,20,2,18,2
ATT0003527,EMP0294,11,2024,19,0,14,0
ATT0003528,EMP0294,12,2024,21,3,8,0
ATT0003529,EMP0295,1,2024,19,0,10,2
ATT0003530,EMP0295,2,2024,21,1,19,0
ATT0003531,EMP0295,3,2024,19,3,20,2
ATT0003532,EMP0295,4,2024,21,2,20,3
ATT0003533,EMP0295,5,2024,19,2,7,0
ATT0003534,EMP0295,6,2024,20,3,19,3
ATT0003535,EMP0295,7,2024,20,3,16,3
ATT0003536,EMP0295,8,2024,18,0,7,2
ATT0003537,EMP0295,9,2024,20,3,17,1
ATT0003538,EMP0295,10,2024,22,0,19,0
ATT0003539,EMP0295,11,2024,19,3,11,3
ATT0003540,EMP0295,12,2024,20,1,6,3
ATT0003541,EMP0296,1,2024,19,3,15,2
ATT0003542,EMP0296,2,2024,18,3,12,3
ATT0003543,EMP0296,3,2024,21,3,16,3
ATT0003544,EMP0296,4,2024,20,2,14,0
ATT0003545,EMP0296,5,2024,20,0,1,2
ATT0003546,EMP0296,6,2024,18,1,0,3
ATT0003547,EMP0296,7,2024,21,2,6,2
ATT0003548,EMP0296,8,2024,20,1,4,1
ATT0003549,EMP0296,9,2024,19,3,16,2
ATT0003550,EMP0296,10,2024,19,1,14,2
ATT0003551,EMP0296,11,2024,20,0,16,1
ATT0003552,EMP0296,12,2024,20,3,9,2
ATT0003553,EMP0297,1,2024,19,2,11,3
ATT0003554,EMP0297,2,2024,20,1,17,0
ATT0003555,EMP0297,3,2024,21,2,5,2
ATT0003556,EMP0297,4,2024,22,3,0,1
ATT0003557,EMP0297,5,2024,20,0,16,1
ATT0003558,EMP0297,6,2024,20,0,6,0
ATT0003559,EMP0297,7,2024,21,1,12,2
ATT0003560,EMP0297,8,2024,18,1,8,2
ATT0003561,EMP0297,9,2024,18,2,3,1
ATT0003562,EMP0297,10,2024,20,1,3,2
ATT0003563,EMP0297,11,2024,22,0,6,1
ATT0003564,EMP0297,12,2024,18,2,13,0
ATT0003565,EMP0298,1,2024,19,2,9,3
ATT0003566,EMP0298,2,2024,22,0,11,3
ATT0003567,EMP0298,3,2024,18,2,13,1
